,tweet_id,label,text
147,848654873142808064,1,dude yuo talking abaut familia yuo look idiot retard
148,849072294479764992,1,hate school fucking badly get stuck amp jus give upðÿðÿ¾ââïðÿ
149,849029978155094016,1,dumbassðÿ cant fix stupid
150,850366937699942016,1,probably brother idiot ðÿðÿ
151,849365325325926016,1,shouldve bloody match damn ref ibras goal wasnt even offside damn
152,849809682483040000,1,yepperim annoying afi meme everything im shitty way
153,848473318512610944,1,look idiot bought ddr4 ram without owning ddr4 motherboard genius
154,850294405626040064,1,fucking man like maw banned computer thats he
155,847641130862653056,1,please dont engage idiot let affect
156,847670088341659008,1,bad bitch dont eva forget
157,849301588674039040,1,wish would move montana could senator instead idiot steve daines
158,848968095393873024,1,fucking cast swear conspiracy drive u insane
159,850442342930627968,1,sick bullshit woke must ðÿ
160,850344938587947008,1,beyond fucking cruel syrian die doomed regardless dogshit electioâ
161,848341504129105024,1,brooooo fuuuuccckkk submission spot fucking insane
162,850567408678993024,1,also reading review 80 phone like fuckin iphone 7 owner extremely vicious phone cant scratch as
163,849709971298290944,1,always idiot ðÿ
164,848542021220524032,1,bad as night nigga girl
165,848702818257051008,1,holy fuck hardy boy
166,847407612983259008,1,hate nigga try run cant wear cant go cant chill likeeeeee u man orâ
167,848171005654605056,1,fucking liar every evil comitt blamed isi iraqi troop separating boy detainingtoturing
168,847392014358334976,0,hate wasp bee season wasp keep flying train keep change carriage ffs ðÿ
169,848454981023936000,1,talamabout going date filter wonder nigga disappointed ðÿðÿðÿðÿðÿðÿðÿ
170,850113727567409024,1,21st wanna miami getting fucked
171,850446503655033984,1,someone please buy nelle one way ticket put annoying as train
172,850047159789596032,1,there always one idiot class stfu ðÿðÿ
173,847703391081906048,1,columbian nigga outchea tweaking tv getting disgusting camera
174,848421288150519040,1,put j hoe look clueless put designer hoe get stupid
175,847444090828476032,1,idiot told man wear
176,850766742968205056,1,omg cant fucking spell muckbang also play overwatch
177,847950590780989056,1,ðÿðÿðÿ see talking ðÿðÿðÿ krk biggest hutiya idiot n frustrated life put filtersâ
178,848854031309168000,1,dont want puppy jumping dog dont fucking bring yard puppy playing stupid bitch
179,850277183784235008,1,triple fuck hell going
180,847427171022851968,1,sick assadists stalking account piss blocked
181,849880637511171968,1,holding divorce paper fucking hate hand pepsi rip clothes
182,850452648331549952,1,oh hal ðÿðÿðÿ³ dog hold idiot like u ðÿ
183,850540099574131968,1,im fucking going san francisco tuesday
184,847561078351446016,1,theyre absolutely fucking pathetic need know hell going sort transpoâ
185,849102015301079040,1,damn sad satin country
186,850159864932438016,0,click watch movie bad as booty
187,847668116989459968,1,im forever thankful people make stupid as thread stuff make crack
188,847561636214743040,1,snort gigantic line bubble gum flavored cocaine oh man let watch fuckin anime
189,849161066923921024,1,yall without shred fucking evidence iraq libya dropped dollar got invaded syria u see hate
190,848412547229170944,1,joined party wanted bum idiot bum account
191,848011580172254976,1,snapchat chaotic evil bc post video drinking vinegar piss people
192,850465575172284032,1,go cry yo as sleep cuz stupid bitch yk lying
193,848970788116073984,1,yea yea yea yea yea bitch bad bone
194,849839747237256960,1,see clapbacks ðÿðÿðÿ may reach level bad as ðÿ
195,849291941808393984,1,somebody asks apostolic succession matter im gonna play bad bitch tell em need stop fuckin basic
196,850791984268759040,1,fuck let bitch steal girl ðÿðÿ
197,850253590836822016,1,wanna hate tim tebow bad he nicest fucking dude world
198,850120266491478016,1,called pussy retaliates calling bitch fighting sexism sexism fucking stupid
199,850318061496406016,1,hell made strike amp suspicion raised antiassad source youre bad predecessor
200,849320349825196032,1,hate cancer moon as always make fall scorpio people lot scorpio influence im tiredâ
201,849439967164103936,1,metric ton idiot
202,847550491924073984,1,fucking stop killing u name profit
203,849099750385351936,1,imagine could call stupid bitch
204,850141435143782016,1,woke whopping two hour sleep body real jackass europe
205,848219944785464960,1,layy ugly as tried hit joke corny shes like dont think wanna friend anymore ðÿðÿ
206,848761119078567040,1,hate bitch gotta ask 200 question get looking ðÿ
207,850227061868313984,1,lmaooo god believe horoscope unfollow u retarded
208,849523744179617024,1,cant make deal politician youre fucking idiot
209,849626676615053056,1,really fucking hate u omg dlt
210,850131901490876032,1,dont trust girlfriend boyfriend get fucking relationship ðÿðÿðÿ
211,847502563637287936,1,holy fuck 7 year ago ðÿðÿðÿðÿ¼
212,847549745342107008,1,mike pences fucking life philosophy boy boy absolutely insane vp 2017
213,849837696222727936,1,hate person assumes shyt like come fucking ask clarify aint gone lie dumbass ðÿðÿ¾
214,849922597345046016,1,idiot boly
215,847938905454365952,1,congratulation youre idiot ðÿðÿ
216,850214629972126976,1,hell yes think u stupid felt bad kid syria letâ
217,850092290479709952,1,hope evil heartless bastard found jailed benji pls help found update
218,849832625334353024,1,since yal want as shot badðÿðÿðÿ
219,848602914121814016,1,hoe gone hate foreverrrr
220,848047193999192064,1,thats disgusting people shitty
221,850204903360258048,1,ash disappointed bitch nel like damn ðÿðÿðÿ
222,848678172526882048,1,always feel nasty eating ice cream ðÿ¹ like damn indulgent btch
223,847600370591211008,1,kid farted airport accident nd mom gave omg timothy thats awful look damn chill got gas ðÿðÿ
224,849421449316192000,1,let brandi hair could go disgusted as inside
225,849728031975459968,1,klavan u look like burglar ffs u stupid estonian cunt
226,849314419087691008,1,islamic state say u run idiot via huh
227,849024416499481984,1,say idiot despite 3 link study couldnt find took place listed theâ
228,849043735468023040,1,frank putting idiot place
229,850634119071620992,1,dont know folk stupid fucking reason get grip
230,847567587902798976,1,stop hating dammit told hate anyone matter fuck im goin get pizza beer yâ
231,850281076106731008,1,mccain graham douche bag stop talking moron
232,849836391815147008,1,go country get feeling idiot
233,848402325727318016,1,bad u couldnt box hell id even prouder
234,848594668115959040,1,almost 3m view music video fucking crazy
235,847545202940103936,1,always bitch swear dont give fck hate cant keep nameâ
236,848031733815676032,1,fucking insane russian gt
237,848464749557952000,1,watch get fucked missonary doggystyle
238,850175245419937024,1,hey hey hey guy trump worst bunch fucking iâ
239,850203749926658048,1,hell rode one he fubama tough
240,850518402422722048,1,fucking worst come trying get jump shot
241,848921270162993024,1,awful im ðÿðÿ news station covering job cover news regardless ffs fucking bastard
242,849345607927987968,1,isi spokesman trump u run idiot
243,850324394891202048,1,bitch like bloody mary say war three time shell show
244,850023080298761984,1,annoying people come show thing dem phone use fucking share button ignore ur memeâ
245,850201749260337024,1,hate dirty bitch give ðÿ everybody âïðÿ
246,850636539168043008,1,im growing increasingly irritated sequence bloody stupid timeline setup idiot thought thats agoodâ
247,849804343121281024,1,please fix computer need finish fuck book scored need gotta pleaseeeeâ
248,848674083059444992,1,nigga retarded
249,850762980685996032,1,amount slothy as people walmart literally disgusting
250,848915641440624000,1,hate im trying board bus there already asshole
251,847847687730941056,1,maggie didnât even know elli horrible fucking mother mind yo damn business
252,849073225627832064,1,cant believe tommy girl reported post caz cald idiot
253,850750045456649984,1,called child labour idiot ðÿ
254,849446980048882944,1,flip time thinking invented time space fucking hate ospreay ricochet
255,849818133988864000,1,jesus fucking christ girl voice god damn annoying
256,849351370872422016,1,typingcure heroic u retard ðÿœ
257,847477628508482944,1,see target respect mother fucking agency
258,849738446415564032,1,tee said fucked everybody ðÿðÿ
259,849063616485752064,1,yes people underestimate dont wanna gag shit slurp dick
260,848648745277378048,1,hate generation thought amp view thing fucked
261,847430769718852992,1,want part something idiot charge
262,847850531473288960,1,im sick nigga playin wit like wont fight as
263,848421204293799040,1,need nigga like traveling hate female dont wanting go alone
264,850844345972509952,1,fucking fly resident evil 7 biohazard via
265,848288198711275008,1,im terrible come assignment idgaf wrote 3 sentence summary fucked 10 min
266,850503768487714048,1,one thing say hate trump another thing effected fucked policy im hurting famâ
267,847548134721019008,1,dog doesnt ease throughout time youre he trying tell ur evil mf kick ur as amp listen ðÿ
268,848940647872688000,1,retarded something
269,848608458966544000,1,even though fucking hate conor
270,847791907707211008,1,idiot ðÿðÿ come drink u ðÿµâšªðÿµâšª
271,849558082959150976,1,nah nigel couldnt find arsehole funnel soåry vulgar
272,848728365733478016,1,writer turned bad as michonne horribly clingy girlfriend want backâ
273,850406393530032000,1,fucking retard get hand editing software stop
274,849699368085147008,1,men want hit woman fucking badly justify dont understand
275,848605967583297024,1,ill get facetime im around someone one em shocked like bitch u know ðÿ
276,848602847021325952,1,jorge took ugly as video wont stop sending ðÿðÿ
277,850513033692631040,1,wonder fucking stupid nazi asshole
278,848013257889787008,1,think stupid as republican extremely stupid
279,850001941002305024,1,smacking fuck outta rae cause hit made fall car call even youll iight lil bitchâ
280,849561245481041024,1,idiot started saying infringing bill oreillys freedom speech yet
281,847507345127156992,1,look like baby dragon ugly as
282,850832572548430976,1,im trying hold pee sooooo bad bus way bus driver driving ima piss ðÿðÿ
283,850518947661094016,1,support yall read consider giving money awful asshat good idâ
284,847681719129865984,1,exactly stupid bitch trying embarrass
285,849903014131490048,0,mile rap energetically relationship jesus christ fucking horrible track
286,850409371469324032,1,florida ohio pennsylvania people upset god damn stupid hurt im fan strike christ atâ
287,849115122538884992,1,understand nigga dont wanna relationshipsðÿðÿðÿðÿ girl annoying af
288,849753311049731968,1,nigga need anger management
289,848450748975394048,1,would brainless retard claim father hurry dieâââ
290,847543751702487040,1,hate people say like yea fucking ðÿ called lunch
291,850025999504887040,1,yass want asshat exposed evil
292,850786733033697024,1,syria mississippi florida obama nothing itðÿðÿðÿ bomb trump ugly as dc
293,847603482794246016,1,please dont try get manðÿ ill really hate kill bitchesðÿðÿª
294,847965354752184064,1,referring idiot speak
295,849890703845010944,1,people ask hows college well fucking horrible think im dying ya know still
296,849078485268270976,1,5 million ugly as thing
297,848817700243521024,1,even discussing bunch idiot
298,849416021886852992,1,come naomi fuck
299,850157415437917952,1,whether friend shitty friend lot friend show comparatively evil
300,848210826364407040,1,hope leader kick retard fake leave team today
301,850493026875170048,1,people cant see fucking idiot donald trump ill never believe
302,848794434422546048,1,bryce kill fucking disgusting asshole hate soul
303,850808920876732032,1,tboss look like mugu sabi anything idiot
304,849141244664184064,1,fucking hate wearing glass
305,850015966750792960,1,yall find ðÿ as people man like fucking cant
306,849046574990855936,1,investigator say john podesta paid one russia clinton amp idiot getting pd russia httâ
307,850355088803725056,1,anyone tell ugly fight bitch
308,850026771269508992,1,cat looked like frog wed realize nasty cruel little bastard style thats people remember terry pratch
309,849084315338199040,1,susie riceobama village idiot
310,848526384838434048,1,fucking wrestlemania sunday yall via
311,849429670151979008,1,dont know say fucking goosebump
312,847699263911895040,1,damonte dodds snap rn fucking geeked man hammered ðÿ
313,848984616740560000,1,hate ex sibling try get like fucked brother bro one dick per family
314,850015362783612032,1,bloody hell interview age ago thought spiked
315,848161446848494976,1,people support abuser fucking ugly
316,848013467621707008,1,mad bitch ðÿ stay mad ðÿðÿ
317,848598526858861952,1,exposing kid retarded script kiddie ignore he harmless
318,848587562973368064,1,idiotic ðÿðÿ¾ââï
319,850034111314055040,1,dear story abt jap kid found 3rd june 16 pls dont b stupid like yr leader
320,849726404572916992,1,accas ya mate always 1 fucking team
321,848389050755165952,1,joke yall 2nd idiot
322,848904656524905984,1,idiot brainwashed christian
323,847700148918427008,1,remember awful as song released like kiss fuckin bullshit as something
324,849090703271635968,1,tried make cooky fucking burnt whyyyyy
325,848997749127303040,1,alexander hamilton fucking hated democracy
326,849386611439804032,1,dt gonna blame someone else happened fucking watch âœšï
327,850107490654081024,1,hell shower 330am worst night sleep month work morning
328,848563189851794944,1,may say lot hate apologetic army hope choke every dick btss
329,848606701569880064,1,kris mom idiot
330,849729369970950016,0,disappointed socalled journalist think witchhunt president fruitful ok
331,848550275598168064,1,come blazing idiot liberal
332,848196641240752000,1,uh hell fucking yeah 8am tho im still sleeping gt
333,849803722364338048,1,u think shit going bad
334,847432921417793024,1,believe american patriot ur fucking idiot pulse nightclub san bernardino killer 1of2
335,849279132387160064,1,hate ft ppl accident ðÿ ion want bitch thinking im calling ðÿ
336,849981804153064960,1,senior year im sitting boring as ceremony father going get tf ðÿðÿ
337,850709792720945024,1,ugh sound terrible im sorry shitty night
338,850371484342258944,1,werent 18 make absolutely fucking sick
339,849746595944029952,1,fucking awful man
340,850572970334588032,1,know royce told feel like idiot ðÿ
341,849289605585264000,1,finished 13 reason nd made realize much fucking hate human
342,848749253363195008,1,u shawn michael triple h rock cena even aj style would worked vince chose 5 move idiot reign
343,849426406979371008,1,yes u idiot never run nonsense
344,850091925587857024,1,bone ko na gaske idiot stained certificate dirty finger sef cant forget even want
345,850730923591163008,1,gooooooooooaaallll goooooooooooaaalll gooooooooooooaallll pepe pepe pepe renew fucking contractðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿâââââââââ
346,849327337527271040,1,look like real bad as fightersunlike daddy muahahaha
347,847402160396434944,1,breathtakingmaking money presidency idiot supporter dont see problem
348,849688907486769024,1,boruto look lit he badass like filthy cunt
349,849767940769677056,1,jordunne chicagoblackcubs jordunne chicagoblackcubs get fucked card
350,849668271527922944,1,tap tap tap as make nasty clap clap clap as make nasty tap tap tap as make nasty __
351,848972780418862976,1,e dont look like g swear god yous retarded ðÿðÿðÿðÿðÿðÿ
352,848981575870144000,1,nigga dont hate yall man dont like person ðÿðÿðÿ
353,848736653678194048,1,im sick ricktrusting bitch
354,850005657159745024,1,fuck industrialization shouldnt priority ph fuck sake need agriculture
355,849605948343688960,1,donald trump pack bag stupid narcissistic lunatic as fired
356,850163774036332032,1,time lavar ball shut like month two agonow he idiot
357,849093094045821952,1,bitch got 7 dog nasty
358,850451515865144960,1,worry youre bad as gotta keep bad as hi5
359,850726804813905024,1,fucking boring charles bukowski
360,847867770062724992,1,hate crew stand wont fall none none fuck well fight thâ
361,849099968489164032,1,pray 4nem appeal man ðÿ fuck da fed amp fed as nigga
362,850051840632791040,1,oh whats holier thou cunt internet shocked face
363,850824251062071040,1,im fucking screaming pull ðÿ
364,850609376863890944,1,hate recipe pop timeline im fucking starving amp help
365,850369282349444992,1,let fucking gooo
366,848340640081596032,1,feel like loading 40 put nigga head blow bad story
367,849404554651344000,1,hole hole bitch mad way texas u dont even go
368,850158573065833984,1,cant get one fucking break president stupid as antic
369,848658312497217024,1,nigga whomst call stupid using word
370,849832658884578944,1,know fucking idiot
371,847593995240951040,1,retweet idiot want man banned vile attack labour mp carry corbyn nonesense
372,847855405258747008,1,mike get fucking grammy
373,848196955826077056,1,wba bother attacking retarded as team whats point playing defensive 90 min
374,848008795145986048,1,apc bumbling eunuch retarded infant
375,850538069526753024,1,went thought done shitty week alarm system isnt working cant leave oh god hate place
376,849834575689784960,1,im world biggest idiot dont know read
377,849545105778387968,0,birkenau concentration camp nazi germany te lokal population tried neglect knowledge crude abusâ
378,848724393735974016,1,idiot sleep tonight rule call
379,848700318418321024,1,yall nigga terrible washington district columbia
380,848955680258240000,1,nah bro shit nasty nasty ðÿ
381,849307515259161984,1,idiot kill
382,847565021013884032,1,hate someone relationship shit amp people know hoe still try amp get yo man like btfu
383,848326958287129984,1,attack titan s2 episode one ending fucked brutal
384,850198964238401024,1,fucking idiot iraq
385,849626018121960960,1,heyi think isi correct trumpyou ruining reputation world fucking idiot
386,850031003334737024,1,hell pise ugly
387,849047933974720000,1,bitch bad youll never see around ugly female ðÿ
388,847746034579030016,1,would figure point smark audience would realize week jbl going call idiot baby
389,850088104585297024,1,bird returned south winter squirrel already sick seasonal asshole sayingâ
390,850257453790908032,1,delete need stream fucking idiot
391,848741615548198016,1,listening jerk congman eric swalwell couldnt believe ear hearing idiot blabbering well rehearsed nonsensical rhetoric
392,850114558069017984,1,hell weapon deal gone bad dont doubt anything asshole dc wont power n pocket
393,850765295920729984,1,lisa still getting hair fucked yg stylist hate
394,849657878055137024,1,hate asshole nailed
395,848125119985729024,1,ââ âƒâƒââ² âƒâââ²â² house âââââ²â² fucking hate ââââââ cube ent ââââââââââââ² ââââ³âââââ³â â²â² ââââââƒâƒâââââ
396,850172808546144000,1,waited fucking day see amp bad mood fucking stupid
397,849991706909060992,1,perhaps iq test requirement member congress idiot sheila jackson lee would flunk
398,850596538099411968,0,whew id sick im idiot dont bet knicks ðÿ
399,848349066429857024,1,omg cant nobody answer fucking phone
400,849802145339756032,1,listening chainsmokerscoldplay collaboration whywhy exist wanted hell asked thâ
401,849885138024529024,1,anc idiot thug trying put race card president fuken corupt nd yall know u well ka 2019
402,849455335081488000,1,totally fucked
403,850584961816157952,1,harry fucking dominated song hasblown away
404,848735047268093056,1,sleep paralysis worst fuckin thing experience
405,849298187118678016,1,yall check music ðÿ let know fucking
406,850176424019451008,1,government want stop refugee close fucking border
407,849702710941273984,1,another reason mccain need go home mccain call nuclear option proponent stupid idiot
408,849836693792333056,1,hate fucking teacher mark tardy seated bell ring
409,848501697160912000,1,got fucked nd pretended april foolhow stupid could creature
410,850503013512772992,1,1 thats insulting hate monkey 2 youre fucking idiot
411,848422735202177024,1,damn bares look fucking creampie
412,849366982067703040,1,gotta stop sleeping ugly nigga
413,849141571794685056,1,bad beat as 2007
414,850803338262318976,1,oh absolutely fucking as
415,847635741165223040,1,im gonna 100000 correct bull going final fuck cleveland cavalier go bull
416,849357494556262016,1,idiot think result everyone know saudi arabia happening syria
417,849665989830728960,1,wtf fucking
418,848700943382306048,1,oh fucking god
419,849715327424487040,1,ima bad bitch birthday nail bundle heel dress dat ðÿðÿ cause
420,848378674021883008,1,fucking told ya
421,849813696448802048,1,got much anger built bitch wanna fight ðÿðÿ
422,848015040464736000,1,nigga harden gonna pull twice miss badðÿ
423,850071239280516992,1,know df none twitter shit matter shit comedy laugh like df
424,850535703905787008,1,hate character emo disposition action basically everything sasuke besides power piss
425,850455483651640960,1,come watch idiot play forza horizon 2
426,848618193950093056,1,wheres leadership idiot idea theyre
427,848054760540429952,1,told lik bitch ugly hope sge aint get offended ðÿ
428,848207416399351040,1,bffs real idiotsðÿðÿ
429,848730299307523968,1,attitude wayyyy toooo horrible softttttt as niggggaaaðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿ
430,850191758407254016,1,idiot including ians journalist saying weatherflood situation panzipura baramulla amp aâ
431,849715033819032960,1,think isnt go hell hate wanna stab death
432,848479534487928064,1,getting home time stupid guy im supposed sleep bird sun
433,850518402431044992,1,know idiot hyphenates motherfucker fuckdamn macquarie
434,850399120628097024,1,forgive youre simply fucking idiot
435,847597237450321024,1,turn he got prison beating ex girlfriend im fucking disgusted disappoiâ
436,850134330005495040,1,fucking done gop omg govern damn
437,849871691089985024,1,leonard 3 ring fucking moron
438,847647166453633024,1,drawing realism painful af bc draw ppl rllystylized boy cant escape damn anime
439,850559506593565952,1,hate niggaas act like bitch ðÿžðÿ¾
440,849350557173248000,1,idiot keep screaming russia amp there connection theyre brainwashed givâ
441,848333576886210048,1,oh let know tia passed away hell fucking stupid
442,848425780275286016,1,amount aggressive disrespectful disgusting nigga came contact tonight unreal swear wanted die
443,849683811428445952,1,hate guy youre wack hell boo
444,849066082728071040,1,couldnt dealt w patience tolerance stupid bitch like nonexistent
